16:29:23.389 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
17:59:07.136 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:07.136 |V| PsiFiles                      | :1                 | CommitProcessAsync2::OnSuccess
17:59:07.136 |V| PsiFiles                      | :1                 | Batch completed. IsFailured=False
17:59:07.136 |V| PsiFiles                      | :1                 | Sync final action
17:59:07.136 |V| PsiFiles                      | :1                 | Commit is finished
17:59:07.136 |V| PsiFiles                      | :1                 | Batch succeeded
17:59:07.136 |V| PsiFiles                      | :1                 | Nothing to start
17:59:07.138 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
17:59:07.138 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_6ca3b27a-c8c3-4627-bfb9-f676a4a15396::Commit
17:59:07.138 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_6426a53a-b924-4f97-b443-1e56eaef3cee::Commit
17:59:07.138 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_889bce50-8ebd-41e8-a4a4-2081711a3966::Commit
17:59:07.138 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_de5955ef-f261-44a1-b2de-2a729348b34d::Commit
17:59:07.138 |V| PsiFiles                      | :1                 | OnBatchSucceeded completed
17:59:07.138 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::b6e9ff97-ab40-4e10-9832-63c2a710b2a1::myParticipantsJob finished
17:59:07.138 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::b6e9ff97-ab40-4e10-9832-63c2a710b2a1 finished
17:59:07.242 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
17:59:07.242 |V| AsyncCommitServiceImpl        | :1                 | Commit for (2pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache]
17:59:07.242 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
17:59:07.242 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:07.242 |V| SolutionAnalysisIndicatorDefault| DaemonThread:41    | SWEA: Start analyzing changes
17:59:07.242 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze>
17:59:07.242 |V| SolutionAnalysisManager       | DaemonThread:41    | FlushProjectModelChanges: New=0, Modified=1, Removed=0
17:59:07.242 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessDirtyFiles> count=0
17:59:07.242 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessDirtyModules> count=0
17:59:07.242 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessFileImages> 1
17:59:07.242 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessModules> 0
17:59:07.248 |V| SolutionAnalysisManager       | DaemonThread:41    | <ApplyChanges> count=1
17:59:07.248 |V| FileImages                    | DaemonThread:41    | <FileImages.ClearTouched>
17:59:07.248 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze> TotalFilesToReanalyze=1
17:59:07.248 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze> QuickFiles=0 SlowFiles=1
17:59:07.249 |V| SolutionAnalysisServiceImpl   | DaemonThread:41    | Starting invisible analysis of file PlayerControler.cs
17:59:07.249 |V| DaemonProcessBase             | DaemonThread:41    | [Daemon] Daemon process 58327084 started on file c55ae4c7-4de6-1f26-df12-5bf4a531e67f(Assembly-CSharp)-13[.NETFramework,Version=v4.7.1]/d:Assets/d:Behaviours/d:Managment/f:PlayerControler.cs, kind = SOLUTION_ANALYSIS
17:59:07.251 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: all threads are blocked for 883531. Spawning new thread
17:59:07.251 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: starting executor JetPool(L) Temp#43
17:59:07.285 |V| JetScheduler                  | JetPool(L) Temp#43:29 | Thread 'JetPool(L) Temp#43' started execution in unit 'Long Tasks'. #allExecutors=4, #freeExecutors=3
17:59:07.443 |V| DaemonProcessBase             | DaemonThread:41    | [Daemon] Daemon process 58327084 finished on file c55ae4c7-4de6-1f26-df12-5bf4a531e67f(Assembly-CSharp)-13[.NETFramework,Version=v4.7.1]/d:Assets/d:Behaviours/d:Managment/f:PlayerControler.cs 
17:59:07.443 |V| SolutionAnalysisServiceImpl   | DaemonThread:41    | Finished analysis of file: c55ae4c7-4de6-1f26-df12-5bf4a531e67f(Assembly-CSharp)-13[.NETFramework,Version=v4.7.1]/d:Assets/d:Behaviours/d:Managment/f:PlayerControler.cs
17:59:07.443 |V| SolutionAnalysisConfiguration | DaemonThread:41    | Completed = True
17:59:07.443 |V| SolutionAnalysisManager       | DaemonThread:41    | <Measured> "SWEA.FullCycle"  time=200ms
17:59:07.443 |V| SolutionAnalysisIndicatorDefault| DaemonThread:41    | SWEA: Analyzing files completed
17:59:07.946 |V| Client                        | ClientSocket-UnityClient-Receiver:92 | ClientSocket-UnityClient Connection was gracefully shutdown
17:59:07.946 |V| Client                        | ClientSocket-UnityClient-Receiver:92 | ClientSocket-UnityClient: Total traffic: sent 1988, received 1440
17:59:07.946 |V| ClientSocket-UnityClient-Sender| ClientSocket-UnityClient-Receiver:92 | PAUSE ('Disconnected') :: state=AsyncProcessing
17:59:07.946 |V| Client                        | ClientSocket-UnityClient-Receiver:92 | ClientSocket-UnityClient: terminated.
17:59:07.947 |V| Client                        | :1                 | ClientSocket-UnityClient: start termination of lifetime
17:59:07.947 |V| Client                        | :1                 | ClientSocket-UnityClient: send buffer stopped, success: True
17:59:07.947 |V| Client                        | :1                 | ClientSocket-UnityClient: closing socket because of lifetime
17:59:07.947 |V| Client                        | :1                 | ClientSocket-UnityClient: waiting for receiver thread
17:59:07.947 |V| Client                        | :1                 | ClientSocket-UnityClient: termination finished
17:59:12.310 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: terminating executor JetPool(L) Temp#43
17:59:12.311 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: terminating executor JetPool(L) Temp#43
17:59:12.317 |V| JetScheduler                  | JetPool(L) Temp#43:29 | Thread 'JetPool(L) Temp#43' finished execution in unit 'Long Tasks'. #AllExecutors=3, #FreeExecutors=3
17:59:17.818 |V|                               | :1                 | ProjectFileImpl.ApplyFileSystemChange: file:<Assembly-CSharp>\Assets\Behaviours\Managment\PlayerControler.cs, delta:OldPath:C:\Users\haris\Documents\GitHub\Kompjuterska-grafika\Main project\Tanks\Assets\Behaviours\Managment\PlayerControler.cs NewPath:C:\Users\haris\Documents\GitHub\Kompjuterska-grafika\Main project\Tanks\Assets\Behaviours\Managment\PlayerControler.cs ChangeType:CHANGED
17:59:17.821 |V| SolutionAnalysisConfiguration | :1                 | Completed = False
17:59:17.821 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.821 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.821 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 1
17:59:17.821 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Modified SourceFile <Assembly-CSharp>\Assets\Behaviours\Managment\PlayerControler.cs of type PsiProjectFile ShouldBuildCaches True
17:59:17.822 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.822 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.822 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.822 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.823 |V| RiderDocumentManagerDocumentFactory| :1                 | ApplyEXTERNALDocumentChange timestamp: 50. Handler: RiderFileSystemDocumentHandler. Moniker: C:\Users\haris\Documents\GitHub\Kompjuterska-grafika\Main project\Tanks\Assets\Behaviours\Managment\PlayerControler.cs
17:59:17.826 |V| AsyncCommitServiceImpl        | CacheJobService:40 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.826 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.826 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_3409f413-fdd0-4962-8522-84e1f6394a49::Commit, no delay
17:59:17.826 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_43ea4fc4-d359-450f-b609-3c8f9a8c3def::Commit, no delay
17:59:17.826 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_ad8705a1-91eb-430d-aa2a-e51c3930a3a2::Commit, no delay
17:59:17.826 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_6ea9a81b-64f2-4e65-92c6-89679bd3135d::Commit, no delay
17:59:17.840 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.841 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.843 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.844 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.846 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.846 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.847 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.847 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.849 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.849 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.851 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.851 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.877 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache, no delay
17:59:17.936 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
17:59:17.936 |V| AsyncCommitServiceImpl        | :1                 | Commit for (6pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_3409f413-fdd0-4962-8522-84e1f6394a49::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_43ea4fc4-d359-450f-b609-3c8f9a8c3def::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_ad8705a1-91eb-430d-aa2a-e51c3930a3a2::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_6ea9a81b-64f2-4e65-92c6-89679bd3135d::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache]
17:59:17.936 |V| PsiFiles                      | :1                 | Commit is started
17:59:17.936 |V| PsiFiles                      | :1                 | Starting batch. Files 0 to 1 of 1
17:59:17.936 |V| PsiFiles                      | :1                 | CommitProcessAsync2::Execute sync=False
17:59:17.936 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::9542581d-e53d-45ee-8b2f-e23906b77392 started
17:59:17.936 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::9542581d-e53d-45ee-8b2f-e23906b77392::myPsiJob started
17:59:17.939 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.939 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.939 |V| PsiFiles                      | :1                 | CommitProcessAsync2::OnPsiBuilt: NeedCachesUpdate=True
17:59:17.939 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::9542581d-e53d-45ee-8b2f-e23906b77392::myParticipantsJob started
17:59:17.940 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::9542581d-e53d-45ee-8b2f-e23906b77392::myPsiJob finished
17:59:17.949 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache, no delay
17:59:17.949 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:17.949 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:17.949 |V| PsiFiles                      | :1                 | CommitProcessAsync2::OnSuccess
17:59:17.949 |V| PsiFiles                      | :1                 | Batch completed. IsFailured=False
17:59:17.949 |V| PsiFiles                      | :1                 | Sync final action
17:59:17.949 |V| PsiFiles                      | :1                 | Commit is finished
17:59:17.949 |V| PsiFiles                      | :1                 | Batch succeeded
17:59:17.949 |V| PsiFiles                      | :1                 | Nothing to start
17:59:17.950 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
17:59:17.951 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_3409f413-fdd0-4962-8522-84e1f6394a49::Commit
17:59:17.951 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_43ea4fc4-d359-450f-b609-3c8f9a8c3def::Commit
17:59:17.951 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_ad8705a1-91eb-430d-aa2a-e51c3930a3a2::Commit
17:59:17.951 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_6ea9a81b-64f2-4e65-92c6-89679bd3135d::Commit
17:59:17.951 |V| PsiFiles                      | :1                 | OnBatchSucceeded completed
17:59:17.951 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::9542581d-e53d-45ee-8b2f-e23906b77392::myParticipantsJob finished
17:59:17.951 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::9542581d-e53d-45ee-8b2f-e23906b77392 finished
17:59:18.060 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
17:59:18.060 |V| AsyncCommitServiceImpl        | :1                 | Commit for (2pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache]
17:59:18.060 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
17:59:18.060 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:18.060 |V| SolutionAnalysisIndicatorDefault| DaemonThread:41    | SWEA: Start analyzing changes
17:59:18.060 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze>
17:59:18.060 |V| SolutionAnalysisManager       | DaemonThread:41    | FlushProjectModelChanges: New=0, Modified=1, Removed=0
17:59:18.060 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessDirtyFiles> count=0
17:59:18.060 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessDirtyModules> count=0
17:59:18.060 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessFileImages> 1
17:59:18.060 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessModules> 0
17:59:18.062 |V| SolutionAnalysisManager       | DaemonThread:41    | <ApplyChanges> count=1
17:59:18.063 |V| FileImages                    | DaemonThread:41    | <FileImages.ClearTouched>
17:59:18.063 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze> TotalFilesToReanalyze=1
17:59:18.063 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze> QuickFiles=0 SlowFiles=1
17:59:18.063 |V| SolutionAnalysisServiceImpl   | DaemonThread:41    | Starting invisible analysis of file PlayerControler.cs
17:59:18.063 |V| DaemonProcessBase             | DaemonThread:41    | [Daemon] Daemon process 1397593 started on file c55ae4c7-4de6-1f26-df12-5bf4a531e67f(Assembly-CSharp)-13[.NETFramework,Version=v4.7.1]/d:Assets/d:Behaviours/d:Managment/f:PlayerControler.cs, kind = SOLUTION_ANALYSIS
17:59:18.064 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: all threads are blocked for 5750. Spawning new thread
17:59:18.064 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: starting executor JetPool(L) Temp#44
17:59:18.074 |V| JetScheduler                  | JetPool(L) Temp#44:86 | Thread 'JetPool(L) Temp#44' started execution in unit 'Long Tasks'. #allExecutors=4, #freeExecutors=3
17:59:18.147 |V| DaemonProcessBase             | DaemonThread:41    | [Daemon] Daemon process 1397593 finished on file c55ae4c7-4de6-1f26-df12-5bf4a531e67f(Assembly-CSharp)-13[.NETFramework,Version=v4.7.1]/d:Assets/d:Behaviours/d:Managment/f:PlayerControler.cs 
17:59:18.147 |V| SolutionAnalysisServiceImpl   | DaemonThread:41    | Finished analysis of file: c55ae4c7-4de6-1f26-df12-5bf4a531e67f(Assembly-CSharp)-13[.NETFramework,Version=v4.7.1]/d:Assets/d:Behaviours/d:Managment/f:PlayerControler.cs
17:59:18.147 |V| SolutionAnalysisConfiguration | DaemonThread:41    | Completed = True
17:59:18.147 |V| SolutionAnalysisManager       | DaemonThread:41    | <Measured> "SWEA.FullCycle"  time=86ms
17:59:18.147 |V| SolutionAnalysisIndicatorDefault| DaemonThread:41    | SWEA: Analyzing files completed
17:59:23.112 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: terminating executor JetPool(L) Temp#44
17:59:23.112 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: terminating executor JetPool(L) Temp#44
17:59:23.112 |V| JetScheduler                  | JetPool(L) Temp#44:86 | Thread 'JetPool(L) Temp#44' finished execution in unit 'Long Tasks'. #AllExecutors=3, #FreeExecutors=3
17:59:45.099 |V|                               | :1                 | ProjectFileImpl.ApplyFileSystemChange: file:<Assembly-CSharp>\Assets\Behaviours\Managment\PlayerControler.cs, delta:OldPath:C:\Users\haris\Documents\GitHub\Kompjuterska-grafika\Main project\Tanks\Assets\Behaviours\Managment\PlayerControler.cs NewPath:C:\Users\haris\Documents\GitHub\Kompjuterska-grafika\Main project\Tanks\Assets\Behaviours\Managment\PlayerControler.cs ChangeType:CHANGED
17:59:45.101 |V| SolutionAnalysisConfiguration | :1                 | Completed = False
17:59:45.101 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.101 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.102 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 1
17:59:45.102 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Modified SourceFile <Assembly-CSharp>\Assets\Behaviours\Managment\PlayerControler.cs of type PsiProjectFile ShouldBuildCaches True
17:59:45.104 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.104 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.104 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.104 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.106 |V| RiderDocumentManagerDocumentFactory| :1                 | ApplyEXTERNALDocumentChange timestamp: 51. Handler: RiderFileSystemDocumentHandler. Moniker: C:\Users\haris\Documents\GitHub\Kompjuterska-grafika\Main project\Tanks\Assets\Behaviours\Managment\PlayerControler.cs
17:59:45.116 |V| AsyncCommitServiceImpl        | CacheJobService:40 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.116 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.116 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_a7a6a6f2-1556-4836-9cfa-d3cf6abc8a37::Commit, no delay
17:59:45.117 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_709e646c-4ef4-49d7-a683-2b362086555d::Commit, no delay
17:59:45.117 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_e036f047-5a45-424c-9c5a-8eb395ff6aff::Commit, no delay
17:59:45.117 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_fe0219c1-da69-4b67-a090-42294224579e::Commit, no delay
17:59:45.129 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.130 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.131 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.131 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.132 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.133 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.133 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.133 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.134 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.134 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.137 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.137 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.179 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache, no delay
17:59:45.220 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
17:59:45.221 |V| AsyncCommitServiceImpl        | :1                 | Commit for (6pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_a7a6a6f2-1556-4836-9cfa-d3cf6abc8a37::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_709e646c-4ef4-49d7-a683-2b362086555d::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_e036f047-5a45-424c-9c5a-8eb395ff6aff::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_fe0219c1-da69-4b67-a090-42294224579e::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache]
17:59:45.221 |V| PsiFiles                      | :1                 | Commit is started
17:59:45.221 |V| PsiFiles                      | :1                 | Starting batch. Files 0 to 1 of 1
17:59:45.221 |V| PsiFiles                      | :1                 | CommitProcessAsync2::Execute sync=False
17:59:45.221 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::40ac9980-06d1-418f-9557-e063b59f52db started
17:59:45.221 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::40ac9980-06d1-418f-9557-e063b59f52db::myPsiJob started
17:59:45.226 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.226 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.226 |V| PsiFiles                      | :1                 | CommitProcessAsync2::OnPsiBuilt: NeedCachesUpdate=True
17:59:45.226 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::40ac9980-06d1-418f-9557-e063b59f52db::myParticipantsJob started
17:59:45.226 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::40ac9980-06d1-418f-9557-e063b59f52db::myPsiJob finished
17:59:45.245 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache, no delay
17:59:45.246 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.246 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
17:59:45.246 |V| PsiFiles                      | :1                 | CommitProcessAsync2::OnSuccess
17:59:45.246 |V| PsiFiles                      | :1                 | Batch completed. IsFailured=False
17:59:45.246 |V| PsiFiles                      | :1                 | Sync final action
17:59:45.246 |V| PsiFiles                      | :1                 | Commit is finished
17:59:45.246 |V| PsiFiles                      | :1                 | Batch succeeded
17:59:45.246 |V| PsiFiles                      | :1                 | Nothing to start
17:59:45.247 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
